id,doculect,concept,forms,lexstatid
4723,Mẽbêngôkre,FRUIT,ĵ ɔ,614
4724,Apinayé,FRUIT,c ɔ,614
4725,Parkatêjê,FRUIT,c ɔ,614
4726,Canela-Krahô,FRUIT,c ɔ,614
4727,Gavião-Pyhcopji,FRUIT,c u,614
4728,Mẽbêngôkre,PEEL,k u ĵ ɔ,1100
4729,Mẽbêngôkre,PEEL,k u ĵ ɔ ɲ,1100
4730,Apinayé,PEEL,k u c ɔ,1100
4731,Apinayé,PEEL,k u c ɔ ɲ,1100
4732,Parkatêjê,PEEL,k u c ɔ,1100
4733,Parkatêjê,PEEL,k u c ɔ n,1100
4734,Canela-Krahô,PEEL,k u c ɔ,1100
4735,Canela-Krahô,PEEL,k u c ɔ n,1100
4736,Gavião-Pyhcopji,PEEL,k ɔ̤ ʔ c u,1100
4737,Gavião-Pyhcopji,PEEL,k ɔ̤ ʔ c u n,1100
4738,Mẽbêngôkre,TEAR APART,k a ĵ ɔ,1530
4739,Mẽbêngôkre,TEAR APART,k a ĵ ɔ ɲ,1530
4740,Apinayé,TEAR APART,k a c ɔ,1530
4741,Apinayé,TEAR APART,k a c ɔ ɲ ,1530
4742,Parkatêjê,TEAR APART,k a c ɔ,1530
4743,Parkatêjê,TEAR APART,k a c ɔ n,1530
4744,Canela-Krahô,TEAR APART,k a c ɔ,1530
4745,Canela-Krahô,TEAR APART,k a c ɔ n,1530
4746,Gavião-Pyhcopji,TEAR APART,k aː c u,1530
4747,Gavião-Pyhcopji,TEAR APART,k aː c u n,1530
4748,Mẽbêngôkre,GRAIN,ĵ ɔ m,664
4749,Apinayé,GRAIN,c ɔ m,664
4750,Kĩsêdjê,FLOUR,s ɔ + t ɔ m + c i,587
4751,Tapayúna,FLOUR,t ɔ + t ɔ w + c i,587
4752,Parkatêjê,GRAIN,c ɔ m,664
4753,Canela-Krahô,GRAIN,c ɔ m,664
4754,Gavião-Pyhcopji,SCRUTINIZE,c u m,1304
4755,Mẽbêngôkre,PUNCH,ĵ ɔ m,1180
4756,Apinayé,PUNCH,c ɔ m,1180
4757,Parkatêjê,PUNCH,c ɔ m,1180
4758,Canela-Krahô,PUNCH,c ɔ m,1180
4759,Mẽbêngôkre,PENIS,ɲ i + ĵ ɔ,1104
4760,Apinayé,PENIS,c ɔ t,1104
4761,Parkatêjê,PENIS,c ɔ t,1104
4762,Canela-Krahô,PENIS,j i + c ɔ t,1104
4763,Gavião-Pyhcopji,PENIS,j ɛ̤̃ + c u t,1104
4764,Mẽbêngôkre,HIDE,p u ĵ u,734
4765,Mẽbêngôkre,HIDE,p u ĵ u r,734
4766,Apinayé,HIDE,a + m ũ c u,732
4767,Apinayé,HIDE,p i + m c u r,732
4768,Parkatêjê,HIDE,a + m c u,732
4769,Parkatêjê,HIDE,a j + p i + m c u r,732
4770,Canela-Krahô,HIDE,a + m c u,732
4771,Canela-Krahô,HIDE,p ĩ + m c u r,732
4772,Gavião-Pyhcopji,HIDE,a + m c ɔ̤,732
4773,Gavião-Pyhcopji,HIDE,p ɛ̤̃ + m c ɔ̤ r,732
4774,Mẽbêngôkre,PECK,k a ĵ u,1098
4775,Mẽbêngôkre,PECK,k a ĵ u r,1098
4776,Apinayé,PECK,k a c u,1098
4777,Parkatêjê,SCRATCH,k a c u,1297
4778,Parkatêjê,PECK,k a c u n,1098
4779,Gavião-Pyhcopji,PECK,k aː c ɔ̤,1098
4780,Gavião-Pyhcopji,PECK,k aː c ɔ̤ n,1098
4781,Mẽbêngôkre,ARROW,b i k ĵ u,78
4782,Parkatêjê,TENSE,a k c u,1534
4783,Apinayé,TUPINAMBIS (GENUS),m/b r ɨ c ũ m + t i,1618
4784,Parkatêjê,TUPINAMBIS (GENUS),p r ɨ c ũ m + t i,1618
4785,Canela-Krahô,TUPINAMBIS (GENUS),p r ɨ c ũ m + t i,1618
4786,Gavião-Pyhcopji,TUPINAMBIS (GENUS),p r ɜ̤ː c õ̤ m,1618
4787,Mẽbêngôkre,PUS,ĵ u r,1185
4788,Apinayé,PUS,c u r,1185
4789,Apinayé,PUS,c u,1185
4790,Tapayúna,PUS,t u r,1185
4791,Parkatêjê,PUS,c u r,1185
4792,Canela-Krahô,PUS,c u r,1185
4793,Gavião-Pyhcopji,PUS,c ɔ̤ r,1185
4794,Mẽbêngôkre,TOOTH,ĵ w a,1587
4795,Apinayé,TOOTH,c v a,1587
4796,Kĩsêdjê,TOOTH,t w a,1587
4797,Tapayúna,TOOTH,t w a,1587
4798,Parkatêjê,TOOTH,c w a,1587
4799,Canela-Krahô,TOOTH,c w a,1587
4800,Gavião-Pyhcopji,TOOTH,c w aː,1587
4801,Apinayé,SOUR,c v a,1412
4802,Tapayúna,SOUR,t w a + c i,1412
4803,Parkatêjê,SOUR,c w a + t i,1412
4804,Canela-Krahô,SOUR,c w a,1412
4805,Canela-Krahô,SALTY,c w a,1282
4806,Gavião-Pyhcopji,SALTY,c w a,1282
4807,Mẽbêngôkre,HAVE A BATH,ĵ û,705
4808,Mẽbêngôkre,HAVE A BATH,ĵ w ɜ̂ r,704
4809,Apinayé,HAVE A BATH,c v a,704
4810,Apinayé,HAVE A BATH,c v ɜ̂ r,704
4811,Kĩsêdjê,HAVE A BATH,t w ɜ̂,704
4812,Kĩsêdjê,HAVE A BATH,t w ɜ̂ r,704
4813,Tapayúna,HAVE A BATH,t w ɜ̂,704
4814,Tapayúna,HAVE A BATH,t w ɜ̂ r,704
4815,Parkatêjê,HAVE A BATH,c w a,704
4816,Parkatêjê,HAVE A BATH,c w ɜ̂ r,704
4817,Parkatêjê,HAVE A BATH,c w a n,704
4818,Canela-Krahô,HAVE A BATH,c w a,704
4819,Canela-Krahô,HAVE A BATH,c w ɜ̂ r,704
4820,Gavião-Pyhcopji,HAVE A BATH,c w a,704
4821,Gavião-Pyhcopji,HAVE A BATH,c w ɨ r,704
4822,Mẽbêngôkre,SALT,k a ĵ w a,1279
4823,Apinayé,SALT,k a c v a,1279
4824,Kĩsêdjê,SALT,k a t w a,1279
4825,Tapayúna,SALT,k a t w a,1279
4826,Canela-Krahô,SALT,k aː c w a,1279
4827,Gavião-Pyhcopji,SALT,k aː c w a,1279
4828,Mẽbêngôkre,GOOD SMELL,k u ĵ w a + r ɛ,659
4829,Apinayé,GOOD SMELL,k u c v a,659
4830,Kĩsêdjê,GOOD SMELL,k u t w ɜ̂,659
4831,Parkatêjê,GOOD SMELL,k u c w a,659
4832,Canela-Krahô,GOOD SMELL,k u c w a,659
4833,Gavião-Pyhcopji,GOOD SMELL,k ɔ̤ c w aː,659
4834,Mẽbêngôkre,SLEEP (NOUN),ɲ õ + ĵ w a,1368
4835,Mẽbêngôkre,SLEEP (NOUN),ɲ õ t + ĵ w a,1368
4836,Apinayé,SLEEP (NOUN),ɲ õ c v a,1367
4837,Apinayé,SLEEP (NOUN),ɲ õ t c v a,1367
4838,Tapayúna,SLEEP (NOUN),ɲ õ t w a,1367
4839,Parkatêjê,SLEEP (NOUN),j õ t c w a,1367
4840,Canela-Krahô,SLEEP (NOUN),j õ t c w a,1367
4841,Gavião-Pyhcopji,SLEEP (NOUN),j õ t c w aː,1367
4842,Mẽbêngôkre,PLACE LAYING DOWN (PLURAL),j a ĵ û,1140
4843,Mẽbêngôkre,PLACE LAYING DOWN (PLURAL),j a ĵ w ɜ̂ r,1140
4844,Apinayé,PLACE LAYING DOWN (PLURAL),j a c v ɜ̂,1140
4845,Apinayé,PLACE LAYING DOWN (PLURAL),j a c v ɜ̂ r,1140
4846,Kĩsêdjê,PLACE LAYING DOWN (PLURAL),j a t w ɜ̂,1140
4847,Kĩsêdjê,PLACE LAYING DOWN (PLURAL),j a t w ɜ̂ r,1140
4848,Parkatêjê,PLACE LAYING DOWN (PLURAL),j a c w ɜ̂,1140
4849,Parkatêjê,PLACE LAYING DOWN (PLURAL),j a c w ɜ̂ r,1140
4850,Canela-Krahô,PLACE LAYING DOWN (PLURAL),j a c w ɜ̂,1140
4851,Canela-Krahô,PLACE LAYING DOWN (PLURAL),j a c w ɜ̂ r,1140
4852,Gavião-Pyhcopji,PLACE LAYING DOWN (PLURAL),j a c w ɨ,1140
4853,Gavião-Pyhcopji,PLACE LAYING DOWN (PLURAL),j a c w ɨ r,1140
4854,Mẽbêngôkre,DAUGTHER-IN-LAW,ĵ w ɜ̂ j,415
4855,Apinayé,DAUGTHER-IN-LAW,c v ɜ̂ j,415
4856,Parkatêjê,SISTER-IN-LAW,c w ɜ̂ j,1354
4857,Canela-Krahô,SISTER-IN-LAW,c w ɜ̂ j,1354
4858,Canela-Krahô,SISTER-IN-LAW,c w ɜ̂ j + ɛ,1354
4859,Gavião-Pyhcopji,DAUGTHER-IN-LAW,c w ɨ j + j i,415
4860,Mẽbêngôkre,SISTER-IN-LAW,ĵ w ɜ̂ j,1354
4861,Apinayé,SISTER-IN-LAW,c v ɜ̂ j,1354
4862,Gavião-Pyhcopji,SISTER-IN-LAW,c w ɨ j + j i,1354
4863,Mẽbêngôkre,OWNER,ĵ w ɜ̂ ɲ,1058
4864,Apinayé,OWNER,c v ɜ̂ ɲ,1058
4865,Parkatêjê,PERSON IN CHARGE FOR THE PARTY,j õ + c w ɜ̂ n,1113
4866,Canela-Krahô,ENEMY,c w ɜ̂ n,509
4867,Gavião-Pyhcopji,OWNER,j õː + c w ɨ n,1058
4868,Mẽbêngôkre,NAME OF AGENT,ĵ w ɜ̂ ɲ,999
4869,Apinayé,NAME OF AGENT,c v ɜ̂ ɲ,999
4870,Parkatêjê,NAME OF AGENT,j õ + c w ɜ̂ n,999
4871,Gavião-Pyhcopji,NAME OF AGENT,j õː + c w ɨ n,999
4872,Mẽbêngôkre,CORE,k a ĵ w ɜ̂ ɲ,354
4873,Apinayé,CORE,k a c v ɜ̂ ɲ,354
4874,Kĩsêdjê,CORE,k a t v ɜ̂ n,354
4875,Parkatêjê,EGG CONTENT,k a c w ɜ̂ n,495
4876,Canela-Krahô,CORE,k a c w ɜ̂ n,354
4877,Gavião-Pyhcopji,CORE,k a c w ɨ n,354
4878,Mẽbêngôkre,OFFEND,ĵ ũ n,1034
4879,Kĩsêdjê,FIGHT,t ũ n,561
4880,Parkatêjê,OFFEND,x u n,1035
4881,Canela-Krahô,OFFEND,c ũ n,1034
4882,Gavião-Pyhcopji,OFFEND,c õ̤ n,1034
4883,Mẽbêngôkre,FATHER,ĵ u n + w a,542
4884,Apinayé,FATHER,c ũ r,544
4885,Kĩsêdjê,FATHER,t u + r ɛ,546
4886,Tapayúna,FATHER,t u + r ɛ,546
4887,Parkatêjê,MALE,c ũ m + r ɛ,924
4888,Parkatêjê,MALE,c ũ m + t i,924
4889,Canela-Krahô,MALE,c ũ m,924
4890,Canela-Krahô,FATHER,h + ũ m,545
4891,Gavião-Pyhcopji,FATHER,c õ̤ m,544
4892,Mẽbêngôkre,KNOT,ĵ ɛ,838
4893,Apinayé,CLOTH,c ɛ,321
4894,Kĩsêdjê,KNOT,t ɛ,838
4895,Parkatêjê,CLOTH,c ɛ,321
4896,Canela-Krahô,CLOTH,c ɛ,321
4897,Gavião-Pyhcopji,CLOTH,c iː,321
4898,Mẽbêngôkre,NIPPLE,ɲ õ m j ɛ + k r ɜ,1024
4899,Gavião-Pyhcopji,WOMAN'S BREAST,j õ n c iː,1726
4900,Mẽbêngôkre,VEIN,k u ĵ ɛ k,1643
4901,Apinayé,VEIN,k u c ɛ k,1643
4902,Kĩsêdjê,VEIN,k u t ɛ k,1643
4903,Parkatêjê,VEIN,k u c ɛ k,1643
4904,Canela-Krahô,VEIN,k u c ɛ k,1643
4905,Gavião-Pyhcopji,VEIN,k ɔ̤ c i k,1643
4906,Mẽbêngôkre,GIANT ARMADILLO,a p ĵ ɛ t,636
4907,Apinayé,GIANT ARMADILLO,a p c ɛ t,636
4908,Kĩsêdjê,GIANT ARMADILLO,a s ɛ t + c i,636
4909,Tapayúna,GIANT ARMADILLO,a t ɛ t + c i,636
4910,Canela-Krahô,THREE BANDED ARMADILLO,a w c ɛ t,1552
4911,Gavião-Pyhcopji,THREE BANDED ARMADILLO,a w c i t,1552
4912,Mẽbêngôkre,PLACE LAYING DOWN (SINGULAR),ĵ i,1141
4913,Mẽbêngôkre,PLACE LAYING DOWN (SINGULAR),ĵ i r,1141
4914,Apinayé,PLACE LAYING DOWN (SINGULAR),c i,1141
4915,Apinayé,PLACE LAYING DOWN (SINGULAR),c i r,1141
4916,Kĩsêdjê,PLACE LAYING DOWN (SINGULAR),t i,1141
4917,Kĩsêdjê,PLACE LAYING DOWN (SINGULAR),t i r,1141
4918,Tapayúna,PLACE LAYING DOWN (SINGULAR),t i,1141
4919,Tapayúna,PLACE LAYING DOWN (SINGULAR),t i r,1141
4920,Parkatêjê,PLACE LAYING DOWN (SINGULAR),c i,1141
4921,Parkatêjê,PLACE LAYING DOWN (SINGULAR),c i r,1141
4922,Canela-Krahô,PLACE LAYING DOWN (SINGULAR),c i,1141
4923,Canela-Krahô,PLACE LAYING DOWN (SINGULAR),c i r,1141
4924,Gavião-Pyhcopji,PLACE LAYING DOWN (SINGULAR),c ɛ̤ ,1141
4925,Gavião-Pyhcopji,PLACE LAYING DOWN (SINGULAR),c ɛ̤ r,1141
4926,Mẽbêngôkre,NAME,ɲ i ĵ i,996
4927,Apinayé,NAME,ɲ i c i,996
4928,Kĩsêdjê,NAME,ɲ ĩ n t i,996
4929,Tapayúna,NAME,ɲ ĩ n t i,996
4930,Parkatêjê,NAME,j i c i,996
4931,Mẽbêngôkre,ONE,p ɨ ĵ i,1041
4932,Apinayé,ONE,p ɨ c i,1041
4933,Kĩsêdjê,ONE,w ɨ t i,1041
4934,Tapayúna,ONE,w ɨ t i,1041
4935,Parkatêjê,ONE,p ɨ c i t,1041
4936,Canela-Krahô,ONE,p ɨ c i t,1041
4937,Gavião-Pyhcopji,ONE,p ɜ̤ː c ɛ̤ t,1041
4938,Gavião-Pyhcopji,ONE,p ɛ̤ t c ɛ̤ t,1041
4939,Mẽbêngôkre,MEAT,ɲ ĩ,941
4940,Apinayé,MEAT,ɲ ĩ,941
4941,Kĩsêdjê,MEAT,ɲ ĩ,941
4942,Tapayúna,MEAT,ɲ ĩ,941
4943,Parkatêjê,MEAT,j ĩ,941
4944,Canela-Krahô,MEAT,j ĩ,941
4945,Gavião-Pyhcopji,MEAT,j ɛ̤̃ː,941
4946,Mẽbêngôkre,THORN,m r ɜ̂ + ɲ ĩ,1550
4947,Apinayé,THORN,ɲ ĩ,1548
4948,Canela-Krahô,THORN,h ɔ m + j ĩ,1549
4949,Gavião-Pyhcopji,THORN,h u m + j ɛ̤̃ː,1549
4950,Mẽbêngôkre,FECES,ɲ ĩ n,552
4951,Apinayé,FECES,ɲ ĩ n,552
4952,Kĩsêdjê,FECES,ɲ ĩ n,552
4953,Tapayúna,FECES,ɲ ĩ n,552
4954,Parkatêjê,FECES,j ĩ n,552
4955,Canela-Krahô,GUT,j ĩ n,686
4956,Gavião-Pyhcopji,FECES,j ɛ̤̃ n,552
4957,Gavião-Pyhcopji,SPERM,j ɛ̤̃ n,1427
4958,Mẽbêngôkre,BRAIN,k a ɲ ĩ n,212
4959,Apinayé,BRAIN,k a ɲ ĩ n,212
4960,Parkatêjê,BRAIN,k r ɜ̃ + k ɜ j ĩ n,212
4961,Canela-Krahô,BRAIN,k a j ĩ n,212
4962,Gavião-Pyhcopji,BRAIN,k a j ɛ̤̃ n,212
4963,Mẽbêngôkre,MARROW,k a ɲ ĩ n,934
4964,Apinayé,MARROW,k a ɲ ĩ n,934
4965,Parkatêjê,MARROW,k r ɜ̃ + k ɜ j ĩ n,934
4966,Canela-Krahô,MARROW,k a j ĩ n,934
4967,Gavião-Pyhcopji,MARROW,k a j ɛ̤̃ n,934
4968,Mẽbêngôkre,SWEET POTATO,j ɜ t,1504
4969,Apinayé,SWEET POTATO,j ɜ t,1504
4970,Kĩsêdjê,SWEET POTATO,j ɜ t,1504
4971,Tapayúna,SWEET POTATO,j ɜ̂ t,1504
4972,Parkatêjê,SWEET POTATO,j ɜ t,1504
4973,Canela-Krahô,SWEET POTATO,j ɜ t,1504
4974,Gavião-Pyhcopji,SWEET POTATO,j ɜ t,1504
4975,Mẽbêngôkre,HUMMINGBIRD,ɲ u ɲ,759
4976,Apinayé,HUMMINGBIRD,n ĵ u ɲ,759
4977,Kĩsêdjê,HUMMINGBIRD,j u n,759
4978,Tapayúna,HUMMINGBIRD,j u j,759
4979,Parkatêjê,HUMMINGBIRD,j ũ n + r ɛ,759
4980,Parkatêjê,HUMMINGBIRD,j ũ n + t i,759
4981,Canela-Krahô,HUMMINGBIRD,j ũ n + r ɛ,759
4982,Gavião-Pyhcopji,HUMMINGBIRD,j ɔ̤ n + r ɛ,759
4983,Mẽbêngôkre,WHO,ɲ ỹ m,1707
4984,Mẽbêngôkre,WHO,ɲ ũ m,1707
4985,Apinayé,WHO,ɲ ũ m,1707
4986,Kĩsêdjê,WHO,ɲ ũ m,1707
4987,Tapayúna,WHO,ɲ ũ w,1707
4988,Parkatêjê,WHO,j ũ m,1707
4989,Canela-Krahô,WHO,j ũ m,1707
4990,Gavião-Pyhcopji,WHO,j õ̤ m,1707
4991,Mẽbêngôkre,BE HANGING,w + a j ɛ t,137
4992,Mẽbêngôkre,BE HANGING,j ɛ t,137
4993,Apinayé,BE HANGING,a j ɛ t,137
4994,Apinayé,BE HANGING,j ɛ t,137
4995,Kĩsêdjê,BE HANGING,j ɛ t,137
4996,Tapayúna,BE HANGING,j ɛ t,137
4997,Parkatêjê,BE HANGING,a j ɛ t,137
4998,Parkatêjê,BE HANGING,n + a j ɛ t,137
4999,Canela-Krahô,BE HANGING,a j ɛ t,137
5000,Canela-Krahô,BE HANGING,j ɛ t,137
5001,Gavião-Pyhcopji,BE HANGING,aː j i t,137
5002,Gavião-Pyhcopji,BE HANGING,j i t,137
5003,Mẽbêngôkre,WHITE,j a k a,1703
5004,Apinayé,WHITE,j a k a,1703
5005,Kĩsêdjê,WHITE,j a kʰ a,1703
5006,Tapayúna,WHITE,j a kʰ a,1703
5007,Parkatêjê,WHITE,j a k a + r ɛ,1703
5008,Parkatêjê,WHITE,j a k a + t i,1703
5009,Canela-Krahô,WHITE,j a kʰ a,1703
5010,Gavião-Pyhcopji,WHITE,j a kʰ aː,1703
5011,Mẽbêngôkre,EARTH,p ɨ k a,481
5012,Apinayé,EARTH,p ɨ k a,481
5013,Kĩsêdjê,EARTH,h w ɨ kʰ a,481
5014,Tapayúna,EARTH,h w ɨ kʰ a,481
5015,Parkatêjê,EARTH,p ɨ k a,481
5016,Canela-Krahô,EARTH,p ɨ kʰ a,481
5017,Canela-Krahô,RIVER SAND,p ɨ kʰ a + t i,1247
5018,Gavião-Pyhcopji,SAND,p ɜ̤ kʰ aː,1284
5019,Gavião-Pyhcopji,NATIVE LAND,p ɜ̤ kʰ aː,1003
5020,Apinayé,ANACONDA,ɜ k a ʔ + t i,46
5021,Parkatêjê,ANACONDA,h ɜ k a + t i,46
5022,Canela-Krahô,ANACONDA,h ɜ kʰ a,46
5023,Gavião-Pyhcopji,ANACONDA,h ɜ kʰ a + t ɛ,46
5024,Mẽbêngôkre,BASKET,k a c,128
5025,Parkatêjê,BASKET,k a j,128
5026,Canela-Krahô,BASKET,kʰ a j,128
5027,Gavião-Pyhcopji,BASKET,kʰ aː s,128
5028,Mẽbêngôkre,RABBIT,k a j,1198
5029,Apinayé,RABBIT,k a j + r ɛ,1198
5030,Apinayé,RABBIT,k a j + t i,1198
5031,Parkatêjê,RABBIT,k a j + t i,1198
5032,Mẽbêngôkre,COUGH,k a r,359
5033,Mẽbêngôkre,COUGH,k a k,359
5034,Apinayé,COUGH,k a r,359
5035,Apinayé,COUGH,k a k,359
5036,Tapayúna,COUGH,kʰ a k,359
5037,Parkatêjê,COUGH,k a r,359
5038,Parkatêjê,COUGH,k a k,359
5039,Canela-Krahô,COUGH,kʰ a r,359
5040,Canela-Krahô,COUGH,kʰ a k,359
5041,Gavião-Pyhcopji,COUGH,kʰ a r,359
5042,Gavião-Pyhcopji,COUGH,kʰ a k,359
5043,Mẽbêngôkre,SKIN,k ɜ,1358
5044,Apinayé,SKIN,k ɜ,1358
5045,Kĩsêdjê,SKIN,kʰ ɜ,1358
5046,Tapayúna,SKIN,kʰ ɜ,1358
5047,Parkatêjê,SKIN,k ɜ,1358
5048,Canela-Krahô,SKIN,kʰ ɜ,1358
5049,Gavião-Pyhcopji,SKIN,kʰ ɜ,1358
5050,Mẽbêngôkre,SHELL,k ɜ,1334
5051,Apinayé,SHELL,k ɜ,1334
5052,Kĩsêdjê,SHELL,kʰ ɜ,1334
5053,Tapayúna,SHELL,kʰ ɜ,1334
5054,Parkatêjê,SHELL,k ɜ,1334
5055,Canela-Krahô,SHELL,kʰ ɜ,1334
5056,Gavião-Pyhcopji,SHELL,kʰ ɜ,1334
5057,Mẽbêngôkre,CASING,k ɜ,274
5058,Apinayé,CASING,k ɜ,274
5059,Kĩsêdjê,CASING,kʰ ɜ,274
5060,Tapayúna,CASING,kʰ ɜ,274
5061,Parkatêjê,CASING,k ɜ,274
5062,Canela-Krahô,CASING,kʰ ɜ,274
5063,Gavião-Pyhcopji,CASING,kʰ ɜ,274
5064,Mẽbêngôkre,BREAST,k ɜ,221
5065,Apinayé,BREAST,k ɜ,221
5066,Kĩsêdjê,BREAST,kʰ ɜ,221
5067,Tapayúna,BREAST,kʰ ɜ,221
5068,Canela-Krahô,BREAST,kʰ ɜ,221
5069,Gavião-Pyhcopji,BREAST,kʰ ɜ,221
5070,Mẽbêngôkre,SING (BIRDS),k ɜ,1348
5071,Mẽbêngôkre,SING (BIRDS),k ɜ r,1348
5072,Apinayé,SING (BIRDS),k ɜ,1348
5073,Apinayé,SING (BIRDS),k ɜ r,1348
5074,Kĩsêdjê,SING (BIRDS),kʰ ɜ r,1348
5075,Tapayúna,BARK,kʰ ɜ,125
5076,Tapayúna,CROAK,kʰ ɜ,372
5077,Tapayúna,SING (BIRDS),kʰ ɜ r,1348
5078,Parkatêjê,SING (BIRDS),k ɜ,1348
5079,Parkatêjê,SING (BIRDS),k ɜ r,1348
5080,Canela-Krahô,SING (BIRDS),kʰ ɜ,1348
5081,Canela-Krahô,SING (BIRDS),kʰ ɜ r,1348
5082,Gavião-Pyhcopji,SING (BIRDS),kʰ ɜ,1348
5083,Gavião-Pyhcopji,SING (BIRDS),kʰ ɜ r,1348
5084,Mẽbêngôkre,WHISTLE,k ɜ,1697
5085,Mẽbêngôkre,WHISTLE,k ɜ r,1697
5086,Apinayé,WHISTLE,k ɜ,1697
5087,Apinayé,WHISTLE,k ɜ r,1697
5088,Kĩsêdjê,WHISTLE,kʰ ɜ r,1697
5089,Tapayúna,WHISTLE,kʰ ɜ r,1697
5090,Parkatêjê,WHISTLE,k ɜ,1697
5091,Parkatêjê,WHISTLE,k ɜ r,1697
5092,Canela-Krahô,WHISTLE,kʰ ɜ,1697
5093,Canela-Krahô,WHISTLE,kʰ ɜ r,1697
5094,Gavião-Pyhcopji,WHISTLE,kʰ ɜ,1697
5095,Gavião-Pyhcopji,WHISTLE,kʰ ɜ r,1697
5096,Mẽbêngôkre,CUT (PLURAL),k ɜ,389
5097,Mẽbêngôkre,CUT (PLURAL),k ɜ r,389
5098,Apinayé,CUT (PLURAL),k ɜ,389
5099,Kĩsêdjê,CUT (PLURAL),kʰ ɜ r,389
5100,Parkatêjê,SEPARATE,k ɜ,1316
5101,Parkatêjê,CUT (PLURAL),k ɜ n,389
5102,Canela-Krahô,CUT (PLURAL),kʰ r ɜ̃ ʔ + kʰ ɜ,390
5103,Canela-Krahô,CUT HAIR,kʰ r ɜ̃ ʔ + kʰ ɜ r,391
5104,Mẽbêngôkre,CARVE (PLURAL),j a k ɜ,272
5105,Mẽbêngôkre,CARVE (PLURAL),j a k ɜ r,272
5106,Apinayé,CARVE (PLURAL),j a k ɜ,272
5107,Apinayé,CARVE (PLURAL),j a k ɜ r,272
5108,Kĩsêdjê,CARVE (PLURAL),j a kʰ ɜ,272
5109,Tapayúna,CARVE (PLURAL),j a kʰ ɜ,272
5110,Tapayúna,CARVE (PLURAL),j a kʰ ɜ r,272
5111,Parkatêjê,CARVE (PLURAL),j a kʰ ɜ r,272
5112,Mẽbêngôkre,SCRATCH,ĵ ɜ kɜ ,1299
5113,Apinayé,SCRATCH,j a k ɜ,1294
5114,Apinayé,SCRATCH,j a ʔ k ɜ,1294
5115,Tapayúna,SCRATCH,t ɜ kʰ ɜ,1299
5116,Parkatêjê,PALM STALK,j a k ɜ,1071
5117,Gavião-Pyhcopji,SCRATCH,j ɜ ʔ kʰ ɜ,1294
5118,Mẽbêngôkre,AXE,k ɜ c,91
5119,Apinayé,AXE,k ɜ c,91
5120,Kĩsêdjê,AXE,kʰ ɜ t,91
5121,Tapayúna,AXE,kʰ ɜ t,91
5122,Parkatêjê,AXE,k ɜ j,91
5123,Canela-Krahô,AXE,kʰ ɜ j,91
5124,Gavião-Pyhcopji,AXE,kʰ ɜ s,91
5125,Mẽbêngôkre,KNIFE,k ɜ c,836
5126,Apinayé,KNIFE,k ɜ c,836
5127,Kĩsêdjê,KNIFE,kʰ ɜ t,836
5128,Tapayúna,KNIFE,kʰ ɜ t,836
5129,Parkatêjê,KNIFE,k ɜ j,836
5130,Canela-Krahô,KNIFE,kʰ ɜ j,836
5131,Gavião-Pyhcopji,KNIFE,kʰ ɜ s,836
5132,Mẽbêngôkre,RIVERSIDE,a k ɜ c,1248
5133,Apinayé,RIVERSIDE,a k ɜ t + c ɜ,1248
5134,Kĩsêdjê,RIVERSIDE,s a kʰ ɜ t,1248
5135,Gavião-Pyhcopji,RIVERSIDE,h a kʰ ɜ s,1248
5136,Mẽbêngôkre,PODOCNEMIS SEXTUBERCULATA (SPECIES OF TURTLE),k ɜ̂,1149
5137,Apinayé,PODOCNEMIS SEXTUBERCULATA (SPECIES OF TURTLE),k ɜ̂,1149
5138,Kĩsêdjê,PODOCNEMIS SEXTUBERCULATA (SPECIES OF TURTLE),kʰ ɜ̂,1149
5139,Parkatêjê,PODOCNEMIS SEXTUBERCULATA (SPECIES OF TURTLE),k ɜ̂,1149
5140,Canela-Krahô,STENCH,kʰ ɜ̂,1458
5141,Gavião-Pyhcopji,PODOCNEMIS SEXTUBERCULATA (SPECIES OF TURTLE),kʰ ɨ,1149
5142,Mẽbêngôkre,SIDE,j a k ɜ̂ c,1346
5143,Apinayé,SIDE,j a k ɜ̂ c,1346
5144,Kĩsêdjê,SIDE,j a kʰ ɜ̂ t,1346
5145,Canela-Krahô,PELVIC BONES,kʰ a t + j a kʰ ɜ̂ j + h i,1101
5146,Mẽbêngôkre,RIDGE,k ɜ j + r ũ m,1236
5147,Apinayé,TOP,k ɜ̂ j,1590
5148,Apinayé,RIDGE,k ɜ c + m ɜ,1236
5149,Kĩsêdjê,TOP,kʰ ɨ j,1590
5150,Kĩsêdjê,RIDGE,kʰ ɜ j,1236
5151,Tapayúna,TOP,kʰ ɜ̂ j,1590
5152,Tapayúna,TOP,kʰ ɜ̂ j + r ũ w,1590
5153,Parkatêjê,TOP,k ɜ̂ j,1590
5154,Parkatêjê,RIDGE,k ɜ j,1236
5155,Canela-Krahô,TOP,kʰ ɜ̂ j,1590
5156,Canela-Krahô,RIDGE,kʰ ɜ j,1236
5157,Gavião-Pyhcopji,TOP,k ɨ j,1590
5158,Gavião-Pyhcopji,OUTSIDE,kʰ ɜ j + n ɜ,1053
5159,Mẽbêngôkre,CLUB,k ɔ p,325
5160,Mẽbêngôkre,CLUB,kɔ,325
5161,Apinayé,CLUB,kɔ,325
5162,Kĩsêdjê,CLUB,kʰ ɜ p,325
5163,Kĩsêdjê,CLUB,kʰɔ,325
